Site_ID,Site_Type,Site_Name,State,Latitude,Longitude,Lat_Long_Datum,Lat_Long_Source,Elevation_in_Meters,Elevation_Source,Degree_of_Development_Surrounding_Site,Landscape_Description,Proximity_to_Road,Proximity_to_Permanent_Water,Area_of_Site,Type_of_Forest_at_Site,Presence_of_Slope,Location_Relative_to_Slope,Slope_Aspect,Presence_of_Domesticated_Cats,Presence_of_Domesticated_Dogs,Presence_of_Domesticated_Animals,Presence_of_Garden,Presence_of_Bird_Feeder,Presence_of_Nesting_Box,Presence_of_Fruit,Presence_of_Birdbath,Presence_of_Other_Features_Designed_to_Attract_Animals,Site_Comments,Site_Registration_Date
26363,Personal,Home,IL,41.872128,-88.059639,WGS84,Google Maps,231,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-03-30
26423,Personal,Tucson Phenology Trail,AZ,32.00692,-110.659966,WGS84,Google Maps,1060,Google Elevation Service,Wildlands or semi-wildlands,Other (please describe in comments box),0.25 mi,25 ft,1 ac,,,,,,,,-1,,,,,,Desert Riparian zone,2017-04-04
26425,Group,School of Environmental Studies,MN,44.772018,-93.190956,WGS84,Google Maps,307,Google Elevation Service,Rural,Other (please describe in comments box),100 ft,300 ft,35 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",On the top of the slope or on a ridge,East,,,Chicken coop,1,1,1,,,,"This is a small environmental public charter school and it's environs. The site includes a large permanent pond, wooded areas, a swampy area, some native prairie plantings, the school building, and two parking lots. There is also a vegetable garden, a chicken coop, and a wind turbine. The site abuts the Minnesota Zoo grounds. ",2017-04-04
26438,Personal,rocknrain ranch,OR,44.526207,-122.795723,WGS84,Google Maps,162,Google Elevation Service,Rural,Other (please describe in comments box),25 ft,1 mi,14.5 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,West,,,,1,1,1,,,bat houses,1 acre newly planted at house site on a 14 acre wooded property ,2017-04-04
26450,Personal,McD,MN,44.839218,-93.355995,WGS84,Google Maps,288,Google Elevation Service,Suburban,Forest or woodland,,,,,,,,,,,-1,,,,,,,2017-04-05
26526,Personal,Shelter 8,KS,38.981388,-94.809692,WGS84,Google Maps,273,Google Elevation Service,Other (please describe in comments box),Other (please describe in comments box),,,,,,,,,,,-1,,,,,,Park ,2017-04-07
26537,Group,ELC ,OR,44.941685,-123.022659,WGS84,Google Maps,46,Google Elevation Service,Urban,Other (please describe in comments box),,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Riparian Area and Oaks around ELC,2017-04-08
26546,Personal,back yard,CA,38.907009,-121.061958,WGS84,Google Maps,443,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-09
26601,Group,Advanced Bass Ponds Species,MN,44.846493,-93.235832,WGS84,Google Maps,248,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-11
26602,Group,Advanced Rapids Lake Species,MN,44.718395,-93.62883,WGS84,Google Maps,236,Google Elevation Service,Other (please describe in comments box),Forest or woodland,,400 ft,18 ac,,,,,,,,-1,,,,,,,2017-04-11
26608,Personal,Home,ME,43.365868,-70.487099,WGS84,Google Maps,10,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 ft,300 ft,1 ac,,,,,,,,-1,,,,,,,2017-04-11
26609,Group,Campus,NY,42.452244,-73.381676,WGS84,Google Maps,302,Google Elevation Service,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,365 ft,17 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,West,1,1,,1,1,,1,1,,,2017-04-11
26627,Personal,KCK,KS,39.118118,-94.691803,WGS84,Google Maps,297,Google Elevation Service,Suburban,Other (please describe in comments box),,,,,,,,,,,-1,,,,,,Yard with mixed groundcover,2017-04-12
26641,Personal,home yard,AL,30.371868,-87.619705,WGS84,Google Maps,1,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",5 ft,1 ft,19000 ft2,,,,,,,,-1,,,,,,,2017-04-14
26642,Personal,Picnic spot ,KS,38.982613,-94.812531,WGS84,Google Maps,255,Google Elevation Service,,,,,,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,,,,,-1,,1,,,,Park on paved bike-hike trail west of lake,2017-04-14
26649,Personal,Willow Circle,CO,39.647892,-104.88842,WGS84,Google Maps,1714,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 ft,3 mi,1.7 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",On the top of the slope or on a ridge,Southwest,,1,,1,,1,,1,,,2017-04-15
26673,Personal,Loose Park,MO,39.032318,-94.59211,WGS84,Google Maps,272,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2017-04-18
26678,Personal,Home,MN,45.605076,-94.169159,WGS84,Google Maps,323,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",125 ft,0.5 mi,0.25 ac,,,,,,,,-1,,,,,,,2017-04-18
26717,Personal,Rockwood,ME,45.668575,-69.795753,WGS84,Google Maps,325,Google Elevation Service,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,600 ft,2 ac,,,,,,,,-1,,,,,,Lots of woodland surrounding the area,2017-04-20
26742,Group,Cedar Crest College - Trees,PA,40.585384,-75.521538,WGS84,Google Maps,109,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-21
26765,Personal,Our Home,IL,41.723499,-88.255875,WGS84,Google Maps,211,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-22
26792,Personal,Backyard,AZ,32.289516,-110.767548,WGS84,Google Maps,828,Google Elevation Service,Suburban,"Beach, dune, salt flat, open desert or barren land (with sparse vegetation)",70 ft,0 ft,0.9 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,"Natural desert. Adjacent properties are also on acre lots of unfenced natural desert, making for a good size swath of &quot;wild&quot; habitat.",2017-04-23
26826,Personal,Home,ME,43.939468,-69.64299,WGS84,Google Maps,30,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-25
26843,Group,Lake Maratanza Loop,NY,41.670635,-74.361382,WGS84,Google Maps,625,Google Elevation Service,Wildlands or semi-wildlands,Other (please describe in comments box),0 ft,0 ft,500 ac,"Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Southeast,,,,1,1,,,,,"Pine barrens around a lake, some shrubs.",2017-04-26
26849,Personal,OST-CEC home,OR,45.454372,-122.822456,WGS84,Google Maps,95,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",25 ft,0.7 mi,5500 ft2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,Southeast,,,,-1,,,,,,,2017-04-26
26863,Group,ICNL Guided Nature Trail,NY,42.419384,-76.492157,WGS84,Google Maps,327,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,I see that the old ESandT/ ICNL has been changed to Ithaca College Natural Lands. Please move the tree info for the ICNL guided nature trail to the Ithaca College natural Lands site- and please give me access to this site as an admin. Thanks.Please move this site to the group site for Ithaca College Natural lands- thank you.,2017-04-27
26897,Personal,backyard,PA,40.128613,-75.340515,WGS84,Google Maps,41,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-28
26922,Personal,City Creek Canyon picnic site 1,UT,40.793716,-111.876793,WGS84,Web Service,1445,Google Elevation Service,,,,,,,,,,,,,,,,,,,across from share the road sign west side,2017-04-30
26929,Personal,Shaw Park,MO,38.647106,-90.346107,WGS84,Google Maps,162,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-05-01
26941,Personal,Farm House,IL,39.9841,-89.507111,WGS84,Google Maps,180,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-05-01
26955,Personal,Wind Wolves Preserve,CA,35.058441,-119.203552,WGS84,Google Maps,178,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-05-03
27016,Personal,Acacia by Mailbox,AZ,32.289955,-110.767143,WGS84,Google Maps,828,Google Elevation Service,Suburban,Other (please describe in comments box),1 ft,0 ft,3 ft2,,"No, the surrounding terrain is relatively flat",,,,,,0,,,,,,This spot is near the edge of our driveway around our mailbox. It's a dirt patch and on it resides the one and only white thorn acacia on our property. It needs occasional trimming so that it doesn't injure the postal service delivery people. The acacia is a volunteer.,2017-05-10
27019,Personal,half acre,AL,30.371868,-87.619705,WGS84,Google Maps,1,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",5 ft,1 ft,0.5 ac,,,,,,,,-1,,,,,,,2017-05-11
27026,Personal,backyard,ME,43.413593,-70.810211,WGS84,Google Maps,173,Google Elevation Service,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,3 ac,,,,,,,,-1,,,,,,,2017-05-11
27030,Personal,frontyard,ME,43.413593,-70.810211,WGS84,Google Maps,173,Google Elevation Service,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,3 ac,,,,,,,,-1,,,,,,,2017-05-11
27043,Personal,Backyard,ME,43.636333,-70.235512,WGS84,Google Maps,25,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 ft,1 mi,0.5 ac,,,,,,,,-1,,,,,,,2017-05-13
27103,Group,Schoolyard Sycamore,NM,35.092339,-106.666016,WGS84,Google Maps,1509,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,,100 ft2,,,,,,,,-1,,,,,,,2017-05-15
27104,Group,School Garden,NM,35.092339,-106.666016,WGS84,Google Maps,1509,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",5 ft,,500 ft2,,,,,,,,-1,,,,,,,2017-05-15
27134,Group,Borton Interior Courtyard,AZ,32.206654,-110.95858,WGS84,Google Maps,737,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",150 ft,,0.5 ac,,,,,,,,-1,,,,,,,2017-05-19
27138,Personal,home,IN,39.626614,-85.971687,WGS84,Web Service,239,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2017-05-19
27149,Personal,yard,CT,41.187309,-73.254723,WGS84,Google Maps,49,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2017-05-22
27150,Personal,bioswale,OR,45.483562,-122.693062,WGS84,Google Maps,221,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 yd,0 ft,0.25 ac,,,,,,,,-1,,,,,,,2017-05-22
27172,Personal,Duffy's,CA,32.652161,-116.707527,WGS84,Google Maps,709,Google Elevation Service,Rural,Other (please describe in comments box),100 yd,5 mi,1 ac,,,,,,,,-1,,,,,,oak woodland / riparian in seasonal stream bed,2017-05-26
27221,Group,Visitor Center Walk,ME,44.738373,-68.727715,WGS84,Google Maps,37,Google Elevation Service,Wildlands or semi-wildlands,Other (please describe in comments box),100 yd,500 yd,192 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,1,,,1,,"Site is diverse: an 85-acre pond, and a 192-acre sanctuary with trails winding through field, wetland, forest, and lakeshore.  There are planted trees/shrubs around the main building.",2017-06-07
27225,Personal,Mclellan Ranch Preserve,CA,37.313549,-122.063477,WGS84,Google Maps,101,Google Elevation Service,Suburban,,,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,,,,,,,,2017-06-07
27255,Personal,Princeton at Southampton,NC,35.025032,-80.834541,WGS84,Google Maps,187,Google Elevation Service,Suburban,Other (please describe in comments box),800 ft,0 ft,20 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Southeast,1,1,,1,1,1,,1,,"area includes paved, landscaped, forested, open field, and wetland areas",2017-06-13
27268,Group,Rubaboo Trail,MN,48.168095,-90.879738,WGS84,Google Maps,437,Google Elevation Service,Wildlands or semi-wildlands,Other (please describe in comments box),50 ft,5 ft,15 ac,,,,,,,,-1,,,,,,"Rubaboo Trail is of varied landscape: bog, lake, and highland.",2017-06-15
27269,Group,Amikiiwish Trail,MN,48.168194,-90.879684,WGS84,Google Maps,436,Google Elevation Service,Wildlands or semi-wildlands,Other (please describe in comments box),10 ft,10 ft,25 ac,,,,,,,,-1,,,,,,Boreal Forest,2017-06-15
27270,Group,Lone Tree Hill Trail,VT,44.391632,-73.259521,WGS84,Google Maps,94,Google Elevation Service,Rural,Forest or woodland,,,,,,,,,,,-1,,,,,,Plants are located along the Lone Tree Hill loop trail,2017-06-16
27273,Group,Tower Hill Trail,ME,45.188442,-67.773094,WGS84,Google Maps,137,Google Elevation Service,Rural,Other (please describe in comments box),1 mi,0.5 mi,55578 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",On the top of the slope or on a ridge,,,,,-1,,,,,," 55,678 acres of land, 17 miles of undeveloped shoreline, lakes, marshy areas, forested wetlands, forests.  Town in center and land is used for recreation (hunting, atv, fishing), tree harvesting. includes town/houses, camps,",2017-06-19
27313,Personal,Dassel- Cokato Middle School,MN,45.082302,-94.233788,WGS84,Google Maps,325,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-06-22
27322,Personal,brown creek trail,MN,45.074837,-92.815727,WGS84,Web Service,265,Google Elevation Service,,,,,,,,,,,,,,,,,,,Small restored prairie along wooded bike trail ,2017-06-26
27365,Group,Hollingsworth Trail,ME,44.43066,-67.893372,WGS84,Google Maps,13,Google Elevation Service,Wildlands or semi-wildlands,Other (please describe in comments box),0.5 mi,0.5 mi,2195 ac,Other (please describe in comments box),"No, the surrounding terrain is relatively flat",,,,,,0,,,,,,"Spruce-fir forests with some mixed hardwoods characterize upland areas. The Petit Manan Point Division, in Steuben, also includes jack pine stands, coastal raised heath peatlands, blueberry barrens, old hayfields, freshwater and saltwater marshes, cedar swamps, granite shores, and cobble beaches",2017-07-06
27385,Personal,Front Yard,ME,44.011776,-69.901016,WGS84,Google Maps,20,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",30 ft,50 ft,1 ac,,,,,,,,-1,,,,,,Part of a small rural town.,2017-07-10
27431,Group,Carter Nature Preserve,ME,44.454006,-68.475296,WGS84,Google Maps,8,Google Elevation Service,Rural,Other (please describe in comments box),0.5 mi,5 ft,,A mixture of evergreen and deciduous trees,,,,,1,dogs are allowed long shoreline but not in forested part,-1,,,,,,The trail goes through a mixed wood inland forest that was potentially logged longer then 70-80 years ago.  It also follows an ocean shoreline ,2017-07-20
27432,Group,100 Acre Wood Trail,ME,44.314175,-68.579407,WGS84,Google Maps,63,Google Elevation Service,Rural,,0.5 mi,1 mi,,A mixture of evergreen and deciduous trees,,,,,1,,-1,,,,,,"mixed forest with shrubs, some wet areas",2017-07-20
27433,Group,Scott's Landing=,ME,44.278671,-68.67437,WGS84,Google Maps,4,Google Elevation Service,Rural,Other (please describe in comments box),300 ft,50 ft,24 ac,"Mostly deciduous trees (for example, maple or larch)",,,,,,,-1,,1,,,,"old fields grown up to woodlands, shrubby, meadow/open fields maintained with cycle of mowing, also some part of shoreline and cobble beach (used to be old ferry site), marshy area behind beach",2017-07-20
27448,Group,John B. Wright Elementary,AZ,32.245766,-110.900558,WGS84,Google Maps,750,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",150 ft,,,Other (please describe in comments box),,,,1,1,,1,,,1,,small clay water hole for tortoise. Plan to put up a bird feeder in September 2017.,"Pomegranate, orange, grapefruit trees with a few evergreen.",2017-07-26
27458,Group,Native American Medicine Gardens,MN,44.990273,-93.186264,WGS84,Google Maps,296,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,1,,,,,,,2017-07-31
27467,Group,Valley Water at Green-Wood,NY,40.655563,-73.997101,WGS84,Google Maps,18,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 ft,300 ft,18 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Southwest,1,,,1,,,,,,,2017-08-02
27474,Group,Visitor Center Trail,LA,29.784473,-90.114784,WGS84,Google Maps,0,Google Elevation Service,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),100 ft,0 ft,,,,,,,,,-1,,,,,,,2017-08-03
27475,Group,Palmetto Trail,LA,29.783813,-90.117561,WGS84,Google Maps,0,Google Elevation Service,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),0.5 mi,0 ft,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2017-08-03
27476,Group,Ring Levee Trail,LA,29.785265,-90.110191,WGS84,Google Maps,0,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,100 ft,100 ft,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2017-08-03
27477,Group,Bayou Coquille Trail,LA,29.793816,-90.122452,WGS84,Google Maps,0,Google Elevation Service,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),500 ft,0 ft,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2017-08-03
27478,Group,Cottonwood Site 1,CO,39.029083,-108.62925,WGS84,Google Maps,1516,Google Elevation Service,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",0.25 mi,2 mi,25 m2,,,,,,,,-1,,,,,,,2017-08-03
27567,Group,River Trail Plot,TN,35.957191,-83.866592,User,User,274,Google Elevation Service,Urban,Forest or woodland,0.5 mi,90 ft,16 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,North,,1,,0,,,,,,On uphill side of the River Trail at the junction with North Cove Trail,2017-08-16
27570,Group,Secret Pond Trail Plot,TN,35.957142,-83.870239,User,User,282,Google Elevation Service,Urban,Forest or woodland,60 ft,400 ft,16 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,1,,1,,,,1,,On north side of Secret Pond Trail 50 west of Will Skelton Greenway,2017-08-16
27582,Personal,Tsalteshi Trails,AK,60.457794,-151.102219,WGS84,Google Maps,70,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-08-18
27592,Personal,Skyveiw,AK,60.457928,-151.101044,WGS84,Google Maps,71,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-08-22
27644,Group,Reginald Chavez ES bosque,NM,35.1035,-106.691711,WGS84,Google Maps,1512,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-08-29
27645,Group,Green-Wood Vista Grove ,NY,40.652672,-73.987457,WGS84,Google Maps,40,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",20 ft,1811 ft,11 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Northwest,,,,1,,,,,,The area of this observation site has less exposure to perimeter artificial light. ,2017-08-29
27676,Personal,Home,MN,46.436184,-94.018944,WGS84,Google Maps,381,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-04
27683,Personal,Backyard,IL,42.004631,-87.857857,WGS84,Google Maps,191,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,10 ft,0.5 mi,5 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,0,,,,,,Cook County Forest Preserve - Chippewa Woods,2017-09-05
27688,Personal,Arnold Arboretum,MA,42.307365,-71.120773,WGS84,Google Maps,15,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-06
27704,Personal,Wheelock School,NH,42.926945,-72.274384,WGS84,Google Maps,145,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-10
27705,Personal,Wheelock School,NH,42.926945,-72.274384,WGS84,Google Maps,145,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-10
27711,Personal,Symonds School,NH,42.938156,-72.304604,WGS84,Google Maps,150,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-10
27719,Personal,School,NJ,40.733047,-74.665649,WGS84,Google Maps,86,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-11
27720,Personal,Me,NJ,40.733047,-74.665649,WGS84,Google Maps,86,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-11
27724,Personal,Backyard,MN,47.2864,-91.285561,WGS84,Google Maps,304,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-11
27819,Personal,Gill Saint Bernards,NJ,40.734528,-74.670372,WGS84,Google Maps,88,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 ft,2890 ft,128 ac,,,,,,,,-1,,,,,,,2017-09-13
27820,Personal,school,NJ,40.058323,-74.405663,WGS84,Google Maps,28,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-13
27847,Personal,my front yard,CA,40.303555,-121.005432,WGS84,Google Maps,1550,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-17
27856,Personal,Home,SD,44.440258,-103.879349,WGS84,Google Maps,1479,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,,,,,,,,,,,-1,,,,,,I chose a 20x20 site that is a wild forested area unaffected by additional water or nutrients from our home or other homes.  It is near the edge of Spearfish Canyon.,2017-09-18
27875,Personal,my yard,CO,40.014984,-105.270546,WGS84,Google Maps,1622,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-21
27935,Personal,Museum,NC,35.782272,-78.639549,WGS84,Google Maps,103,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-26
27950,Personal,u of l,KY,38.217335,-85.758713,WGS84,Web Service,140,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2017-09-26
27985,Personal,Bishop-GulfHills,MS,30.430569,-88.833397,WGS84,Web Service,6,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2017-09-27
28093,Personal,Johnson Slough,MN,44.727703,-93.624031,WGS84,Google Maps,226,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-10-02
28095,Personal,J N Ding Darling NWR,FL,26.445511,-82.112411,WGS84,Google Maps,0,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-10-02
28101,Personal,1000,AZ,33.580002,-111.900002,User,User,385,Google Elevation Service,Suburban,"Shrubland, shrub thicket or shrubby field (with few tall trees)",,,,,,,,,,,-1,,,,,,,2017-10-03
28117,Personal,OST-BearCreek-9,OR,42.32188,-122.861748,WGS84,Google Maps,413,Google Elevation Service,Urban,Other (please describe in comments box),100 ft,10 ft,5 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Northeast,,,,-1,,,,,,Urban riparian zone/ greenway,2017-10-04
28196,Personal,Residence,OR,44.02705,-123.140961,WGS84,Google Maps,214,Google Elevation Service,Suburban,Forest or woodland,5 ft,14 mi,2 ac,,,,,,,,-1,,,,,,,2017-10-13
28262,Personal,Fayetteville High School,WV,38.046703,-81.113167,WGS84,Google Maps,565,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-10-19
28305,Personal,OST - KF Henley Campus,OR,42.151596,-121.696754,WGS84,Google Maps,1248,Google Elevation Service,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",0 ft,3 mi,3 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,1,,,,,,,2017-10-25
28331,Personal,OST - Fire Pit Area,OR,44.132111,-123.328812,WGS84,Google Maps,135,Google Elevation Service,Rural,Forest or woodland,0.5 mi,1500 ft,2 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,1,,,-1,,,,,,,2017-10-29
28353,Group,PRAC-Boat Launch Trail,MS,30.414766,-88.542511,WGS84,Google Maps,0,Google Elevation Service,Urban,Forested wetland (such as swamp or mangrove),100 yd,100 yd,10 ac,,,,,,,,-1,,,,,,The site is on the Pascagoula River and is located near downtown Moss Point.  It is described as: elevated boardwalks and trails from which visitors can view wetland and river habitats.,2017-11-02
28354,Group,PRAC-Trail 2,MS,30.414787,-88.542595,WGS84,Google Maps,0,Google Elevation Service,Urban,Forested wetland (such as swamp or mangrove),100 yd,100 yd,10 ac,,,,,,,,-1,,,,,,Site is located on the Pascagoula River near downtown Moss Point. ,2017-11-02
28355,Personal,The Willows,MN,44.802868,-93.617493,WGS84,Google Maps,281,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-11-02
28357,Group,PRAC Front Lawn,MS,30.414719,-88.541824,WGS84,Google Maps,0,Google Elevation Service,,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",2 ft,150 yd,10 ac,,,,,,,,-1,,,,,,,2017-11-02
28388,Personal,World Learner School  ,MN,44.819008,-93.608337,WGS84,Web Service,274,Google Elevation Service,,,,,,,,,,,,,,,,,,,Elementary and Middle School,2017-11-06
28398,Group,Pisgah Forest School,NC,35.273556,-82.705193,WGS84,Google Maps,648,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-11-07
28399,Group,TC Henderson Elementary,NC,35.130692,-82.887337,WGS84,Google Maps,833,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-11-07
28419,Personal,Wetland Trail ,MN,46.827103,-92.134254,,,406,Google Elevation Service,Suburban,Forested wetland (such as swamp or mangrove),20 ft,500 ft,1 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Northwest,,,,0,,,,,,,2017-11-10
28432,Personal,home,NY,42.120796,-73.979897,WGS84,Google Maps,127,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-11-12
28446,Personal,"Airlie, around office",OR,44.738258,-123.32029,User,User,119,Google Elevation Service,Rural,Forest or woodland,30 yd,100 yd,87 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,East,,1,,0,,,,,,,2017-11-13
28448,Group,San Diego National Wildlife Refuge Interpretive Loop,CA,32.735394,-116.940811,WGS84,Google Maps,97,Google Elevation Service,Suburban,Other (please describe in comments box),100 ft,3 mi,200 ac,,,,,,,,-1,,,,,,Riparian river corridor and coastal sage scrub,2017-11-14
28451,Personal,OST - sunview,OR,44.587402,-123.297867,WGS84,Google Maps,152,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,9000 ft2,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",On the top of the slope or on a ridge,East,,,,-1,,,,,,,2017-11-14
28452,Personal,OST- Brownly 1,OR,44.617744,-123.281456,WGS84,Google Maps,191,Google Elevation Service,Rural,"Grassland, meadow or tundra",300 ft,0.5 mi,5 ac,,,,,,,,-1,,,,,,,2017-11-15
28454,Personal,Home,OR,44.617599,-123.282104,WGS84,Google Maps,188,Google Elevation Service,Rural,"Grassland, meadow or tundra",300 ft,3000 ft,5 ac,,,,,,,,-1,,,,,,,2017-11-15
28458,Personal,Rancho Paraiso,OR,44.32634,-122.831123,WGS84,Google Maps,161,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-11-15
